brand,breadcrumb,care_instructions,category,color,composition,currency,images,material_composition,pdp_url,product_description,product_name,promotion_description,rating,regular_price,review,selling_price,size,style,timestamp,unique_id
M&S,Home > Women > Dresses > Midi Dresses,Machine wash according to instructions on care label,Midi Dresses,Pink,"54% linen, 46% viscose",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8859F_A0_X_EC_0/Linen-Blend-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8859F_A0_X_EC_1/Linen-Blend-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8859F_A0_X_EC_2/Linen-Blend-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8859F_A0_X_EC_3/Linen-Blend-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8859F_A0_X_EC_4/Linen-Blend-Midi-Wrap-Dress","54% linen, 46% viscose",https://www.marksandspencer.com/linen-blend-midi-wrap-dress/p/clp23028840,"This linen-blend dress by Sosandar is a sophisticated warm-weather piece. It's cut in a regular fit, with a flattering faux wrap front that's cinched at the waist with a buckle detail. Short angel sleeves bring a romantic feel. This midi-length style fastens with a discreet zip at the back.",Linen Blend Midi Wrap Dress,Online only,N/A,79,N/A,79,"10, 12, 14, 16, 18, 20, 6, 8","Regular fit, Back zip fastening, Unlined",2026-01-16T11:45:10.843788Z,T838859F
M&S,Home > Women > Dresses > Midi Dresses,"Wash at 30°C, Do not bleach, Do not tumble dry, Iron at low temperature, Professional dry clean",Midi Dresses,Black,100% viscose,GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_9613F_Y0_X_EC_0/V-Neck-Zip-Up-Midaxi-Shirt-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_9613F_Y0_X_EC_1/V-Neck-Zip-Up-Midaxi-Shirt-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_9613F_Y0_X_EC_2/V-Neck-Zip-Up-Midaxi-Shirt-Dress",100% viscose,https://www.marksandspencer.com/v-neck-zip-up-midaxi-shirt-dress/p/clp23030333?color=BLACK,"This Finery London shirt dress is crafted from soft denim for a timeless look. It's cut in a regular fit, with a smart collared v-neckline and short sleeves. A tiered midaxi-length skirt provides a feminine feel, while a zip fastening on the bodice adds a modern touch to the design.",V-Neck Zip Up Midaxi Shirt Dress,Online only,4.29,49,7,49,"10, 12, 14, 16, 18, 20, 22, 24, 8","Regular fit, Zip fastening, Unlined",2026-01-16T11:45:13.544847Z,T839613F
M&S,Home > Women > Dresses > Midi Dresses,"Wash at 30°C, Do not bleach, Do not tumble dry, Iron at low temperature, Professional dry clean",Midi Dresses,Pink Mix,"95% viscose, 5% elastane",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8089G_A4_X_EC_0/Jersey-Floral-V-Neck-Midi-Tiered-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8089G_A4_X_EC_1/Jersey-Floral-V-Neck-Midi-Tiered-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8089G_A4_X_EC_2/Jersey-Floral-V-Neck-Midi-Tiered-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8089G_A4_X_EC_3/Jersey-Floral-V-Neck-Midi-Tiered-Dress","95% viscose, 5% elastane",https://www.marksandspencer.com/jersey-floral-v-neck-midi-tiered-dress/p/clp23031206?color=PINKMIX,"This dress from Finery London is crafted from soft jersey fabric for a cosy feel. It's cut in a comfortable regular fit with a flattering v-neckline and short sleeves. Buttons on the bodice and a tiered midi-length skirt add feminine detail, while the all-over floral print delivers a striking finish.",Jersey Floral V-Neck Midi Tiered Dress,Online only,N/A,49,N/A,49,"10, 12, 14, 16, 18, 20, 22, 24, 8","Regular fit, Button fastening, Unlined",2026-01-16T11:45:16.623274Z,T838089G
M&S,Home > Women > Dresses,"Wash at 40°C, Do not bleach, Do not tumble dry, Iron at medium temperature, Do not dry clean",Dresses,Denim,100% cotton (exclusive of trimmings),GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5591D_HP_X_EC_0/Denim-V-Neck-Button-Through-Midi-Shift-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5591D_HP_X_EC_90/Denim-V-Neck-Button-Through-Midi-Shift-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5591D_HP_X_EC_1/Denim-V-Neck-Button-Through-Midi-Shift-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5591D_HP_X_EC_2/Denim-V-Neck-Button-Through-Midi-Shift-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5591D_HP_X_EC_3/Denim-V-Neck-Button-Through-Midi-Shift-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5591D_HP_X_EC_4/Denim-V-Neck-Button-Through-Midi-Shift-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5591D_HP_X_EC_5/Denim-V-Neck-Button-Through-Midi-Shift-Dress",100% cotton (exclusive of trimmings),https://www.marksandspencer.com/denim-v-neck-button-through-midi-shift-dress/p/clp60778371,"Warm-weather outfitting is effortless with this denim midi dress in your wardrobe. It's cut in a regular fit, with a v-shaped neckline and a smart button-through front. The shift shape and princess seams create a flattering shape, while the sleeveless design makes it ideal for layering. 

M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",Denim V-Neck Button Through Midi Shift Dress,N/A,3,40,5,40,"10, 12, 14, 16, 18, 6, 8","Regular fit, Button fastening",2026-01-16T11:45:19.881388Z,T425591D
M&S,Home > Women > Dresses,"Wash at 40°C delicate, Do not bleach, Do not tumble dry, Iron at low temperature, Do not dry clean",Dresses,Ivory Mix,"99% polyester, 1% elastane (exclusive of trimmings)",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5724_Y8_X_EC_90/Checked-Tie-Detail-Midi-Cami-Dress","99% polyester, 1% elastane (exclusive of trimmings)",https://www.marksandspencer.com/checked-tie-detail-midi-cami-dress/p/clp60759084,"Bring a touch of gingham to your warm-weather wardrobe with this checked cami dress. It's cut in a regular fit, with a flattering square neckline and a tiered midi-length skirt. The slim straps tie at the shoulders for a playful finish, while the added stretch in the fabric delivers a comfortable feel.
 
 M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",Checked Tie Detail Midi Cami Dress,New,N/A,10.49,N/A,10.49,"10, 12, 14, 16, 18, 20, 22, 24, 6, 8, Petite, Regular, Tall","Regular fit, Added Stretch",2026-01-16T11:45:21.852390Z,T425724
M&S,Home > Women > Dresses > Midi Dresses,"Wash at 30°C, Do not bleach, Do not tumble dry, Iron at low temperature, Professional dry clean",Midi Dresses,Blue Mix,"95% viscose, 5% elastane",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8095G_E4_X_EC_0/Jersey-Floral-Puff-Sleeve-Midi-Tea-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8095G_E4_X_EC_1/Jersey-Floral-Puff-Sleeve-Midi-Tea-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8095G_E4_X_EC_2/Jersey-Floral-Puff-Sleeve-Midi-Tea-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8095G_E4_X_EC_3/Jersey-Floral-Puff-Sleeve-Midi-Tea-Dress","95% viscose, 5% elastane",https://www.marksandspencer.com/jersey-floral-puff-sleeve-midi-tea-dress/p/clp23031192?color=BLUEMIX,"Crafted from soft jersey, this tea dress by Finery London is as comfy as it is stylish. It's made in a regular fit, with a midi-length hem and a waist seam that creates a flattering fitted silhouette. Short puffed sleeves with gathered cuffs frame the crew-neck bodice. A print of climbing daisies adds extra charm, and pockets provide a handy finish.",Jersey Floral Puff Sleeve Midi Tea Dress,Online only,5,49,9,49,"10, 12, 14, 16, 18, 20, 22, 24, 8","Regular fit, Button fastening, Unlined",2026-01-16T11:45:25.101321Z,T838095G
M&S,Home > Women > Dresses,"Do not wash, Do not bleach, Do not tumble dry, Do not iron, Professional dry clean",Dresses,Blue,"94% polyester, 6% elastane",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8776E_E0_X_EC_0/Ombre-Sequin-Wrap-Detail-V-Neck-Midi-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8776E_E0_X_EC_1/Ombre-Sequin-Wrap-Detail-V-Neck-Midi-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8776E_E0_X_EC_2/Ombre-Sequin-Wrap-Detail-V-Neck-Midi-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8776E_E0_X_EC_3/Ombre-Sequin-Wrap-Detail-V-Neck-Midi-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8776E_E0_X_EC_4/Ombre-Sequin-Wrap-Detail-V-Neck-Midi-Dress","94% polyester, 6% elastane",https://www.marksandspencer.com/ombre-sequin-wrap-detail-v-neck-midi-dress/p/clp23021178,"This elegant midi dress by Sosandar features beautiful ombre sequins, perfect for summer evening parties and formal occasions. It's made in a regular fit with a glamorous wrap-style V-neck for a flattering drape and delicate neckline. The sleeveless cut and fitted waist create a flattering long shape, while the soft fabric showcases the eye-catching sequins. Finished with a back zip for easy wear. Sosandar: contemporary designs with attention to detail for a stylish wardrobe.",Ombre Sequin Wrap Detail V-Neck Midi Dress,Online only,5,95,1,95,"10, 12, 14, 8","Regular fit, Back zip fastening",2026-01-16T11:45:27.832632Z,T838776E
M&S,Home > Women > Dresses > Midi Dresses,"Wash at 30°C, Do not bleach, Do not tumble dry, Iron at low temperature, Professional dry clean",Midi Dresses,Blue Mix,"95% viscose, 5% elastane",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_E4_X_EC_0/Jersey-Floral-V-Neck-Midi-Waisted-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_E4_X_EC_1/Jersey-Floral-V-Neck-Midi-Waisted-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_E4_X_EC_2/Jersey-Floral-V-Neck-Midi-Waisted-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_E4_X_EC_3/Jersey-Floral-V-Neck-Midi-Waisted-Dress","95% viscose, 5% elastane",https://www.marksandspencer.com/jersey-floral-v-neck-midi-waisted-dress/p/clp23031197?color=BLUEMIX,"Covered in an all-over floral print, this Finery London midi dress makes a playful addition to your wardrobe. It's made in a comfy regular fit from soft jersey fabric with a flattering v-neckline and dainty puff sleeves. Cinch your waist with the neat tie fastening.",Jersey Floral V-Neck Midi Waisted Dress,Online only,4.5,45,2,45,"10, 12, 14, 16, 18, 20, 22, 24, 8","Regular fit, Tie fastening, Unlined",2026-01-16T11:45:30.972740Z,T838091G
M&S,Home > Women > Dresses > Midi Dresses,"Wash at 40°C delicate, Do not bleach, Tumble dry medium temperature, Do not iron, Professional dry clean",Midi Dresses,Dark Chocolate,"60% cotton, 39% polyamide and 1% elastane (exclusive of trimmings)",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8791J_N7_X_EC_0/Cotton-Rich-Textured-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8791J_N7_X_EC_90/Cotton-Rich-Textured-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8791J_N7_X_EC_1/Cotton-Rich-Textured-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8791J_N7_X_EC_2/Cotton-Rich-Textured-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8791J_N7_X_EC_3/Cotton-Rich-Textured-Midi-Column-Dress","60% cotton, 39% polyamide and 1% elastane (exclusive of trimmings)",https://www.marksandspencer.com/cotton-rich-textured-midi-column-dress/p/clp60778367?color=DARKCHOCOLATE,"This cotton-rich column dress is an effortlessly elegant choice. It's designed in a flattering fitted shape, with added stretch in the textured fabric for comfort. The midi-length skirt features a back slit for easy movement. Long flared sleeves and a round neckline create a sophisticated silhouette. 
 
 M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",Cotton Rich Textured Midi Column Dress,New,N/A,33,N/A,33,"10, 12, 14, 16, 18, 6, 8","Fitted, Added Stretch",2026-01-16T11:45:33.012707Z,T428791J
M&S,Home > Women > Dresses,Machine wash according to instructions on care label,Dresses,Khaki Mix,"95% viscose, 5% elastane",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8777E_KA_X_EC_0/Paisley-V-Neck-Blouson-Sleeve-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8777E_KA_X_EC_1/Paisley-V-Neck-Blouson-Sleeve-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8777E_KA_X_EC_2/Paisley-V-Neck-Blouson-Sleeve-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8777E_KA_X_EC_3/Paisley-V-Neck-Blouson-Sleeve-Midi-Wrap-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8777E_KA_X_EC_4/Paisley-V-Neck-Blouson-Sleeve-Midi-Wrap-Dress","95% viscose, 5% elastane",https://www.marksandspencer.com/paisley-v-neck-blouson-sleeve-midi-wrap-dress/p/clp23021215,"This paisley print dress from Sosandar features a flattering wrap style that's perfect for various casual occasions. It's made in a regular fit with an elegant V-neckline and midi length for a flattering silhouette. The long blouson sleeves add a touch of trendy drama, while the tie fastening at the waist creates a beautifully defined shape in this lovely garment.",Paisley V-Neck Blouson Sleeve Midi Wrap Dress,N/A,4.33,75,3,75,"10, 12, 14, 16, 18, 20, 6, 8","Regular fit, Tie fastening, Unlined",2026-01-16T11:45:36.145496Z,T838777E
M&S,Home > Women > Dresses,"Wash at 40°C delicate, Do not bleach, Do not tumble dry, Iron at low temperature, Do not dry clean",Dresses,Brown,"86% viscose, 14% elastane, Skirt - 74% polyester, 26% cotton",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8806J_N0_X_EC_0/Jersey-Ribbed-Midi-Drop-Waist-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8806J_N0_X_EC_90/Jersey-Ribbed-Midi-Drop-Waist-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8806J_N0_X_EC_1/Jersey-Ribbed-Midi-Drop-Waist-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8806J_N0_X_EC_2/Jersey-Ribbed-Midi-Drop-Waist-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8806J_N0_X_EC_3/Jersey-Ribbed-Midi-Drop-Waist-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8806J_N0_X_EC_4/Jersey-Ribbed-Midi-Drop-Waist-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_8806J_N0_X_EC_5/Jersey-Ribbed-Midi-Drop-Waist-Dress","86% viscose, 14% elastane, Skirt - 74% polyester, 26% cotton",https://www.marksandspencer.com/jersey-ribbed-midi-waisted-dress/p/clp60783263?color=BROWN,"Embrace understated elegance in this jersey dress. It's cut in a flattering, fitted shape, with a classic round neckline. The short-sleeved bodice is finished with an all-over ribbed texture for a tactile look, while the midi dropped-waist skirt features gentle gathers for a touch of elegant movement. This versatile day-to-evening style is crafted with added stretch for a comfortable fit.

M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",Jersey Ribbed Midi Drop Waist Dress,New,4.71,30,7,30,"10, 12, 14, 16, 18, 6, 8","Fitted, Added Stretch",2026-01-16T11:45:39.097959Z,T428806J
M&S,Home > Women > Dresses,Machine wash according to instructions on care label,Dresses,Aqua,100% viscose,GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_0/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_90/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_1/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_2/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_3/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_4/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_5/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_JC_X_EC_6/V-Neck-Waisted-Beach-Dress",100% viscose,https://www.marksandspencer.com/v-neck-waisted-beach-cover-up/p/clp23020608,Slip on this crinkle beach dress from Pour Moi for an effortlessly stylish cover-up. It's made in a regular fit with a v-neckline and features a rattan-effect O-ring on the waist for a flattering silhouette. This three-quarter sleeve style is complete with a floaty midi-length hem.,V-Neck Waisted Beach Dress,Online only,3.75,45,4,45,"10, 12, 14, 16, 18, 20, 8",Dresses,2026-01-16T11:45:42.617249Z,T588052M
M&S,Home > Women > Dresses,"Wash at 40°C delicate, Do not bleach, Do not tumble dry, Iron at low temperature, Do not dry clean",Dresses,Grey Mix,"61% viscose, 37% polyester and 2% elastane",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5010J_T4_X_EC_0/Jersey-Cosy-Striped-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5010J_T4_X_EC_90/Jersey-Cosy-Striped-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5010J_T4_X_EC_1/Jersey-Cosy-Striped-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5010J_T4_X_EC_2/Jersey-Cosy-Striped-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5010J_T4_X_EC_3/Jersey-Cosy-Striped-Midi-Column-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/SD_01_T42_5010J_T4_X_EC_4/Jersey-Cosy-Striped-Midi-Column-Dress","61% viscose, 37% polyester and 2% elastane",https://www.marksandspencer.com/jersey-cosy-striped-midi-column-dress/p/clp60916854,"This textured jersey dress is crafted from soft, cosy fabric for a warm and comfortable feel. It's designed in a regular fit, with a timeless column shape that drapes elegantly through the body. Added stretch in the material offers extra flexibility. The dress has a neat slash neckline and long sleeves. It's complete with an asymmetric seam on the waistline and a midi-length hem. 
 
 M&S Collection: easy-to-wear wardrobe staples that combine classic and contemporary styles.",Jersey Cosy Striped Midi Column Dress,New,N/A,36,N/A,36,"10, 12, 14, 16, 18, 6, 8, Petite, Regular, Tall","Regular fit, Added Stretch",2026-01-16T11:45:45.799479Z,T425010J
M&S,Home > Women > Dresses,Machine wash according to instructions on care label,Dresses,Black,100% viscose,GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_Y0_X_EC_0/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_Y0_X_EC_90/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_Y0_X_EC_1/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_Y0_X_EC_2/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_Y0_X_EC_3/V-Neck-Waisted-Beach-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T58_8052M_Y0_X_EC_4/V-Neck-Waisted-Beach-Dress",100% viscose,https://www.marksandspencer.com/crinkle-v-neck-beach-cover-up-kaftan/p/clp23020150,"Slip on this crinkle beach dress from Pour Moi for an effortlessly chic look by the water. This summer sundress is perfect for casual holiday beachwear and can easily transition to party occasions. It's cut to a regular fit with a flattering v-neckline and features a distinctive rattan-effect O-ring at the waist to complement your silhouette with its waisted design. The three-quarter length sleeves offer just the right amount of coverage, while the floaty midi-length hem creates an elegant, breezy movement. Made from soft, lightweight fabric for a comfortable feel throughout the day.",V-Neck Waisted Beach Dress,Online only,4.38,45,8,45,"10, 12, 14, 16, 18, 20, 8",Dresses,2026-01-16T11:45:47.859061Z,T588052M
M&S,Home > Women > Dresses,"Do not wash, Do not bleach, Do not tumble dry, Do not iron, Professional dry clean",Dresses,Multi,"Main - 40% cotton, 32% polyester, 16% viscose and 12% acrylic, Lining - 100% polyester",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T08_9806_ZZ_X_EC_0/Textured-Button-Through-Midi-Skater-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T08_9806_ZZ_X_EC_90/Textured-Button-Through-Midi-Skater-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T08_9806_ZZ_X_EC_1/Textured-Button-Through-Midi-Skater-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T08_9806_ZZ_X_EC_2/Textured-Button-Through-Midi-Skater-Dress","Main - 40% cotton, 32% polyester, 16% viscose and 12% acrylic, Lining - 100% polyester",https://www.marksandspencer.com/textured-button-through-midi-skater-dress/p/hbp23022331,"Elegant and feminine, this textured midi dress is in a flattering skater style perfect for any occasion. It's cut to a regular fit with a crew neck and short sleeves, while the midi length and button-through front adds a classic touch ideal for casual wear. The frayed edges and hammered gold-tone buttons bring beautiful detail to this fashionable item that's easy to wear.",Textured Button Through Midi Skater Dress,Online only,N/A,349,N/A,349,"10, 12, 14, 16, 18, 20, 6, 8",Dresses,2026-01-16T11:45:51.172334Z,T089806
M&S,Home > Women > Dresses > Midi Dresses,"Wash at 30°C, Do not bleach, Do not tumble dry, Iron at low temperature, Professional dry clean",Midi Dresses,Black Mix,"95% viscose, 5% elastane",GBP,"https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_Y4_X_EC_0/Jersey-Floral-V-Neck-Midi-Waisted-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_Y4_X_EC_1/Jersey-Floral-V-Neck-Midi-Waisted-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_Y4_X_EC_2/Jersey-Floral-V-Neck-Midi-Waisted-Dress, https://assets.digitalcontent.marksandspencer.app/images/w_2560,q_auto,f_auto/MS_10_T83_8091G_Y4_X_EC_3/Jersey-Floral-V-Neck-Midi-Waisted-Dress","95% viscose, 5% elastane",https://www.marksandspencer.com/jersey-floral-v-neck-midi-waisted-dress/p/clp23031197?color=BLACKMIX,"Covered in an all-over floral print, this Finery London midi dress makes a playful addition to your wardrobe. It's made in a comfy regular fit from soft jersey fabric with a flattering v-neckline and dainty puff sleeves. Cinch your waist with the neat tie fastening.",Jersey Floral V-Neck Midi Waisted Dress,Online only,4.5,45,2,45,"10, 12, 14, 16, 18, 20, 22, 24, 8","Regular fit, Tie fastening, Unlined",2026-01-16T11:45:54.420311Z,T838091G
